Conference,Year,Title,DOI,AuthorNames-Deduped,Award,Accessible,Early,Resources
Vis,2024,"Visualization Atlases: Explaining and Exploring Complex Topics through Data, Visualization, and Narration",10.1109/TVCG.2024.3456311,Jinrui Wang;Xinhuan Shu;Benjamin Bach;Uta Hinrichs,,,TRUE,V;O
Vis,2024,Visualizing Temporal Topic Embeddings with a Compass,10.1109/TVCG.2024.3456143,Daniel Palamarchuk;Lemara Williams;Brian Mayer;Thomas Danielson;Rebecca Faust;Larry M Deschaine PhD;Chris North,,,TRUE,V;O
Vis,2024,VMC: A Grammar for Visualizing Statistical Model Checks,10.1109/TVCG.2024.3456402,Ziyang Guo;Alex Kale;Matthew Kay;Jessica Hullman,,,TRUE,V;O
Vis,2024,What Can Interactive Visualization do for Participatory Budgeting in Chicago?,10.1109/TVCG.2024.3456343,Alex Kale;Danni Liu;Maria Gabriela Ayala;Harper Schwab;Andrew M McNutt,,TRUE,TRUE,P;V;O
Vis,2024,What University Students Learn In Visualization Classes,10.1109/TVCG.2024.3456291,Maryam Hedayati;Matthew Kay,,,TRUE,P;V;O
Vis,2024,When Refreshable Tactile Displays Meet Conversational Agents: Investigating Accessible Data Presentation and Analysis with Touch and Speech,10.1109/TVCG.2024.3456358,Samuel Reinders;Matthew Butler;Ingrid Zukerman;Bongshin Lee;Lizhen Qu;Kim Marriott,HM,TRUE,TRUE,P;V;O
Vis,2024,Who Let the Guards Out: Visual Support for Patrolling Games,10.1109/TVCG.2024.3456306,Matěj Lang;Adam Štěpánek;Róbert Zvara;Vojtěch Řehák;Barbora Kozlikova,,,TRUE,P;V;O
EuroVis,2024,A Prediction-Traversal Approach for Compressing Scientific Data on Unstructured Meshes with Bounded Error,10.1111/cgf.15097,Congrong Ren;Xin Liang 0001;Hanqi Guo 0001,,,,P
EuroVis,2024,A Systematic Literature Review of User Evaluation in Immersive Analytics,10.1111/cgf.15111,Judith Friedl-Knirsch;Fabian Pointecker;S. Pfistermüller;Christian Stach;Christoph Anthes;Daniel Roth 0001,,,,
EuroVis,2024,An Experimental Evaluation of Viewpoint-Based 3D Graph Drawing,10.1111/cgf.15077,Simon van Wageningen;Tamara Mchedlidze;Alexandru C. Telea,,,,
EuroVis,2024,Antarstick: Extracting Snow Height From Time-Lapse Photography,10.1111/cgf.15088,Matej Lang;Radoslav Mráz;Marek Trtík;Sergej Stoppel;Jan Byska;Barbora Kozlíková,,,,
EuroVis,2024,AutoVizuA11y: A Tool to Automate Screen Reader Accessibility in Charts,10.1111/cgf.15099,Diogo Duarte;Rita Costa;Pedro Bizarro;Carlos Duarte,,,,
EuroVis,2024,AVA: Towards Autonomous Visualization Agents through Visual Perception-Driven Decision-Making,10.1111/cgf.15093,Shusen Liu 0001;Haichao Miao;Zhimin Li;Matthew L. Olson;Valerio Pascucci;Peer-Timo Bremer,,,,P
EuroVis,2024,Beyond ExaBricks: GPU Volume Path Tracing of AMR Data,10.1111/cgf.15095,Stefan Zellmann;Qi Wu 0015;Alper Sahistan;Kwan-Liu Ma;Ingo Wald,,,,P
EuroVis,2024,CAN: Concept-Aligned Neurons for Visual Comparison of Deep Neural Network Models,10.1111/cgf.15085,Mingwei Li;Sangwon Jeong;Shusen Liu 0001;Matthew Berger,,,,
EuroVis,2024,ChoreoVis: Planning and Assessing Formations in Dance Choreographies,10.1111/cgf.15104,Samuel Beck;Nina Doerr;Kuno Kurzhals;Alexander Riedlinger;Fabian Schmierer;Michael Sedlmair;Steffen Koch 0001,,,,P
EuroVis,2024,CUPID: Contextual Understanding of Prompt-conditioned Image Distributions,10.1111/cgf.15086,Yayan Zhao;Mingwei Li;Matthew Berger,,,,P
EuroVis,2024,"Deconstructing Human-AI Collaboration: Agency, Interaction, and Adaptation",10.1111/cgf.15107,Steffen Holter;Mennatallah El-Assady,,,,P
EuroVis,2024,Depth for Multi-Modal Contour Ensembles,10.1111/cgf.15083,Nicolas F. Chaves-de-Plaza;Mathijs Molenaar;Prerak Mody;Marius Staring;René van Egmond;Elmar Eisemann;Anna Vilanova;Klaus Hildebrandt,,,,
EuroVis,2024,DynTrix: A Hybrid Representation for Dynamic Graphs,10.1111/cgf.15076,B. Vago;Daniel Archambault;Alessio Arleo,,,,
EuroVis,2024,Exploring Classifiers with Differentiable Decision Boundary Maps,10.1111/cgf.15109,Alister Machado;Michael Behrisch 0001;Alexandru C. Telea,HM,,,
EuroVis,2024,Exploring the Design Space of BioFabric Visualization for Multivariate Network Analysis,10.1111/cgf.15079,Johannes Fuchs 0001;Frederik L. Dennig;Maria-Viktoria Heinle;Daniel A. Keim;Sara Di Bartolomeo,,,,
EuroVis,2024,"From Delays to Densities: Exploring Data Uncertainty through Speech, Text, and Visualization",10.1111/cgf.15100,Chase Stokes;Chelsea Sanker;Bridget Cogley;Vidya Setlur,,,,P
EuroVis,2024,Generating Euler Diagrams Through Combinatorial Optimization,10.1111/cgf.15089,Peter Rottmann;Peter J. Rodgers;Xinyuan Yan;Daniel Archambault;Bei Wang 0001;Jan-Henrik Haunert,,,,
EuroVis,2024,GerontoVis: Data Visualization at the Confluence of Aging,10.1111/cgf.15101,Zack While;R. Jordan Crouser;Ali Sarvghad,,,,P
EuroVis,2024,"Guided By AI: Navigating Trust, Bias, and Data Exploration in AI-Guided Visual Analytics",10.1111/cgf.15108,Sunwoo Ha;Shayan Monadjemi;Alvitta Ottley,HM,,,P
EuroVis,2024,HORA 3D: Personalized Flood Risk Visualization as an Interactive Web Service,10.1111/cgf.15110,Silvana Rauer-Zechmeister;Daniel Cornel;Bernhard Sadransky;Zsolt Horváth;Artem Konev;Andreas Buttinger-Kreuzhuber;Raimund Heidrich;Günter Blöschl;Eduard Gröller;Jürgen Waser,BP,,,
EuroVis,2024,Improving Temporal Treemaps by Minimizing Crossings,10.1111/cgf.15087,Alexander Dobler;Martin Nöllenburg,,,,
EuroVis,2024,Instantaneous Visual Analysis of Blood Flow in Stenoses Using Morphological Similarity,10.1111/cgf.15081,Pepe Eulzer;Kevin Richter;Anna Hundertmark;Ralph Wickenhöfer;Carsten Klingner;Kai Lawonn,,,,P
EuroVis,2024,Interactive Optimization for Cartographic Aggregation of Building Features,10.1111/cgf.15090,Shigeo Takahashi;Ryo Kokubun;Satoshi Nishimura;Kazuo Misue;Masatoshi Arikawa,,,,
EuroVis,2024,InverseVis: Revealing the Hidden with Curved Sphere Tracing,10.1111/cgf.15080,Kai Lawonn;Monique Meuschke;Tobias Günther,,,,P
EuroVis,2024,Investigating the Effect of Operation Mode and Manifestation on Physicalizations of Dynamic Processes,10.1111/cgf.15106,Daniel Pahr;Henry Ehlers;Hsiang-Yun Wu;Manuela Waldner;Renata G. Raidou,,,,P
EuroVis,2024,Open Your Ears and Take a Look: A State-of-the-Art Report on the Integration of Sonification and Visualization,10.1111/cgf.15114,Kajetan Enge;Elias Elmquist;Valentina Caiola;Niklas Rönnberg;Alexander Rind;Michael Iber;Sara Lenzi;Fangfei Lan;Robert Höldrich;Wolfgang Aigner,,,,P
EuroVis,2024,Persist: Persistent and Reusable Interactions in Computational Notebooks,10.1111/cgf.15092,Kiran Gadhave;Zach Cutler;Alexander Lex,,,,
EuroVis,2024,ProtEGOnist: Visual Analysis of Interactions in Small World Networks Using Ego-graphs,10.1111/cgf.15078,Nicolas Brich;Theresa Anisja Harbig;Mathias Witte Paz;Kay Nieselt;Michael Krone,,,,
EuroVis,2024,psudo: Exploring Multi-Channel Biomedical Image Data with Spatially and Perceptually Optimized Pseudocoloring,10.1111/cgf.15103,Simon Warchol;Jakob Troidl;Jeremy Muhlich;Robert Krüger;John Hoffer;Tica Lin;Johanna Beyer;Elena L. Glassman;Peter K. Sorger;Hanspeter Pfister,,,,
EuroVis,2024,RouteVis: Quantitative Visual Analytics of Various Factors to Understand Route Choice Preferences,10.1111/cgf.15091,C. Lv;Huijie Zhang;Y. Lin;J. Dong;L. Tian,,,,
EuroVis,2024,Should I make it round? Suitability of circular and linear layouts for comparative tasks with matrix and connective data,10.1111/cgf.15102,Emilia Ståhlbom;Jesper Molin;Anders Ynnerman;Claes Lundström,,,,
EuroVis,2024,Sparse q-ball imaging towards efficient visual exploration of HARDI data,10.1111/cgf.15082,Danhua Lei;Ehsan Miandji;Jonas Unger;Ingrid Hotz,,,,
EuroVis,2024,State of the Art of Graph Visualization in non-Euclidean Spaces,10.1111/cgf.15113,Jacob Miller 0001;Dhruv Bhatia;Stephen G. Kobourov,,,,
EuroVis,2024,The State of the Art in Visual Analytics for 3D Urban Data,10.1111/cgf.15112,Fabio Miranda 0001;Thomas Ortner;Gustavo Moreira;Maryam Hosseini;Milena Vuckovic;Filip Biljecki;Cláudio T. Silva;Marcos Lage;Nivan Ferreira,,,,P
EuroVis,2024,Topological Characterization and Uncertainty Visualization of Atmospheric Rivers,10.1111/cgf.15084,Fangfei Lan;Brandi Gamelin;Lin Yan 0003;Jiali Wang;Bei Wang 0001;Hanqi Guo 0001,,,,
EuroVis,2024,Transmittance-based Extinction and Viewpoint Optimization,10.1111/cgf.15096,Paul Himmler;Tobias Günther,,,,
EuroVis,2024,Transparent Risks: The Impact of the Specificity and Visual Encoding of Uncertainty on Decision Making,10.1111/cgf.15094,Laura E. Matzen;Breannan C. Howell;Marie Tuft;Kristin Divis,,,,
EuroVis,2024,Visual Analytics for Fine-grained Text Classification Models and Datasets,10.1111/cgf.15098,Munkhtulga Battogtokh;Yiwen Xing;Cosmin Davidescu;Alfie Abdul-Rahman;Michael Luck;Rita Borgo,,,,P
EuroVis,2024,Visual Highlighting for Situated Brushing and Linking,10.1111/cgf.15105,Nina Doerr;Benjamin Lee;Katarina Baricova;Dieter Schmalstieg;Michael Sedlmair,,,,P
CHI,2024,"""Ah! I see"" - Facilitating Process Reflection in Gameplay through a Novel Spatio-Temporal Visualization System",10.1145/3613904.3642484,Sai Siddartha Maram;Erica Kleinman;Jennifer Villareale;Jichen Zhu;Magy Seif El-Nasr,,,,
CHI,2024,"""Customization is Key"": Reconfigurable Textual Tokens for Accessible Data Visualizations",10.1145/3613904.3641970,Shuli Jones;Isabella Pedraza Pineros;Daniel Hajas;Jonathan Zong;Arvind Satyanarayan,,,,
CHI,2024,"""Is Text-Based Music Search Enough to Satisfy Your Needs?"" A New Way to Discover Music with Images",10.1145/3613904.3642126,Jeongeun Park 0003;Hyorim Shin;Changhoon Oh;Ha Young Kim,,,,
CHI,2024,"""It is hard to remove from my eye"": Design Makeup Residue Visualization System for Chinese Traditional Opera (Xiqu) Performers",10.1145/3613904.3642261,Zeyu Xiong;Shihan Fu;Yanying Zhu;Chenqing Zhu;Xiaojuan Ma;Mingming Fan 0001,HM,,,P
CHI,2024,"""Yeah, this graph doesn't show that"": Analysis of Online Engagement with Misleading Data Visualizations",10.1145/3613904.3642448,Maxim Lisnic;Alexander Lex;Marina Kogan,,,,
CHI,2024,'We Do Not Have the Capacity to Monitor All Media': A Design Case Study on Cyber Situational Awareness in Computer Emergency Response Teams,10.1145/3613904.3642368,Marc-André Kaufhold;Thea Riebe;Markus Bayer;Christian Reuter 0001,BP,,,
CHI,2024,"(Re)activate, (Re)direct, (Re)arrange: Exploring the Design Space of Direct Interactions with Flavobacteria",10.1145/3613904.3642262,Clarice Risseeuw;Holly McQuillan;Joana Martins;Elvin Karana,HM,,,
CHI,2024,A Human Information Processing Theory of the Interpretation of Visualizations: Demonstrating Its Utility,10.1145/3613904.3642276,Peter C.-H. Cheng;Grecia Garcia Garcia;Daniel Raggi;Mateja Jamnik,,,,
CHI,2024,An Eye Gaze Heatmap Analysis of Uncertainty Head-Up Display Designs for Conditional Automated Driving,10.1145/3613904.3642219,Michael A. Gerber;Ronald Schroeter;Daniel Johnson 0001;Christian P. Janssen;Andry Rakotonirainy;Jonny Kuo;Mike Lenné,,,,P
CHI,2024,Better Little People Pictures: Generative Creation of Demographically Diverse Anthropographics,10.1145/3613904.3641957,Priya Dhawka;Lauren Perera;Wesley Willett,,,,
CHI,2024,CharacterMeet: Supporting Creative Writers' Entire Story Character Construction Processes Through Conversation with LLM-Powered Chatbot Avatars,10.1145/3613904.3642105,Hua Xuan Qin;Shan Jin;Ze Gao;Mingming Fan 0001;Pan Hui 0001,,,,
CHI,2024,Cieran: Designing Sequential Colormaps via In-Situ Active Preference Learning,10.1145/3613904.3642903,Matt-Heun Hong;Zachary Nolan Sunberg;Danielle Albers Szafir,,,,P
CHI,2024,Co-designing Customizable Clinical Dashboards with Multidisciplinary Teams: Bridging the Gap in Chronic Disease Care,10.1145/3613904.3642618,Diogo Branco;Margarida Móteiro;Raquel Bouça-Machado;Rita Miranda;Tiago Reis;Élia Decoroso;Rita Cardoso;Joana Ramalho;Filipa Rato;Joana Malheiro;Diana Miranda;Verónica Caniça;Filipa Pona-Ferreira;Daniela Guerreiro;Mariana Leitão;Alexandra Saúde Braz;Joaquim J. Ferreira;Tiago João Guerreiro,,,,
CHI,2024,CollageVis: Rapid Previsualization Tool for Indie Filmmaking using Video Collages,10.1145/3613904.3642575,Hye-Young Jo;Ryo Suzuki 0001;Yoonji Kim,,,,
CHI,2024,Comparison of Spatial Visualization Techniques for Radiation in Augmented Reality,10.1145/3613904.3642646,Fintan McGee;Roderick McCall;Joan Baixauli,,,,P
CHI,2024,Damage Optimization in Video Games: A Player-Driven Co-Creative Approach,10.1145/3613904.3642643,Johannes Pfau;Manik Charan;Erica Kleinman;Magy Seif El-Nasr,,,,
CHI,2024,Data Cubes in Hand: A Design Space of Tangible Cubes for Visualizing 3D Spatio-Temporal Data in Mixed Reality,10.1145/3613904.3642740,Shuqi He;Haonan Yao;Luyan Jiang;Kaiwen Li;Nan Xiang;Yue Li 0023;Hai-Ning Liang;Lingyun Yu 0001,,,,P
CHI,2024,Data Probes as Boundary Objects for Technology Policy Design: Demystifying Technology for Policymakers and Aligning Stakeholder Objectives in Rideshare Gig Work,10.1145/3613904.3642000,Angie Zhang;Rocita Rana;Alexander Boltz;Veena Dubal;Min Kyung Lee,,,,
CHI,2024,Data Storytelling in Data Visualisation: Does it Enhance the Efficiency and Effectiveness of Information Retrieval and Insights Comprehension?,10.1145/3613904.3643022,Hongbo Shao;Roberto Martínez-Maldonado;Vanessa Echeverría;Lixiang Yan;Dragan Gasevic,,,,P
CHI,2024,DeepSee: Multidimensional Visualizations of Seabed Ecosystems,10.1145/3613904.3642001,Adam Coscia;Haley M. Sapers;Noah Deutsch;Malika Khurana;John S. Magyar;Sergio A. Parra;Daniel R. Utter;Rebecca L. Wipfler;David W. Caress;Eric J. Martin;Jennifer B. Paduan;Maggie Hendrie;Santiago V. Lombeyda;Hillary Mushkin;Alex Endert;Scott Davidoff;Victoria J. Orphan,,,,P
CHI,2024,Discovering Accessible Data Visualizations for People with ADHD,10.1145/3613904.3642112,Tien Tran;Hae Na Lee;Ji Hwan Park,HM,,,
CHI,2024,Do You See What I See? A Qualitative Study Eliciting High-Level Visualization Comprehension,10.1145/3613904.3642813,Ghulam Jilani Quadri;Arran Zeyu Wang;Zhehao Wang;Jennifer Adorno Nieves;Paul Rosen 0001;Danielle Albers Szafir,,,,P
CHI,2024,DoodleTunes: Interactive Visual Analysis of Music-Inspired Children Doodles with Automated Feature Annotation,10.1145/3613904.3642346,Shuqi Liu;Jia Bu;Huayuan Ye;Juntong Chen;Shiqi Jiang;Mingtian Tao;Liping Guo;Changbo Wang;Chenhui Li,,,,
CHI,2024,Doorways Do Not Always Cause Forgetting: Studying the Effect of Locomotion Technique and Doorway Visualization in Virtual Reality,10.1145/3613904.3642879,Thomas Van Gemert;Sean Chew;Yiannis Kalaitzoglou;Joanna Bergström,,,,
CHI,2024,DynaVis: Dynamically Synthesized UI Widgets for Visualization Editing,10.1145/3613904.3642639,Priyan Vaithilingam;Elena L. Glassman;Jeevana Priya Inala;Chenglong Wang,BP,,,P
CHI,2024,Effects of Point Size and Opacity Adjustments in Scatterplots,10.1145/3613904.3642127,Gabriel Strain;Andrew J. Stewart;Paul A. Warren;Caroline Jay,,,,
CHI,2024,Epigraphics: Message-Driven Infographics Authoring,10.1145/3613904.3642172,Tongyu Zhou;Jeff Huang 0002;Gromit Yeuk-Yin Chan,HM,,,P
CHI,2024,Evaluating Navigation and Comparison Performance of Computational Notebooks on Desktop and in Virtual Reality,10.1145/3613904.3642932,Sungwon In;Eric Krokos;Kirsten Whitley;Chris North 0001;Yalong Yang 0001,,,,P
CHI,2024,Exploring Visualizations for Precisely Guiding Bare Hand Gestures in Virtual Reality,10.1145/3613904.3642935,Xizi Wang;Ben Lafreniere;Jian Zhao 0010,,,,
CHI,2024,Fast-Forward Reality: Authoring Error-Free Context-Aware Policies with Real-Time Unit Tests in Extended Reality,10.1145/3613904.3642158,Xun Qian;Tianyi Wang 0004;Xuhai Xu;Tanya R. Jonker;Kashyap Todi,,,,P
CHI,2024,From Exploration to End of Life: Unpacking Sustainability in Physicalization Practices,10.1145/3613904.3642248,Luiz Morais;Georgia Panagiotidou;Sarah Hayes;Tatiana Losev;Rebecca Noonan;Uta Hinrichs,BP,,,P
CHI,2024,Functional Design Requirements to Facilitate Menstrual Health Data Exploration,10.1145/3613904.3642282,Georgianna Lin;Pierre-William Lessard;Minh Ngoc Le;Brenna Li;Fanny Chevalier;Khai N. Truong;Alex Mariakakis,,,,
CHI,2024,Glanceable Data Visualizations for Older Adults: Establishing Thresholds and Examining Disparities Between Age Groups,10.1145/3613904.3642776,Zack While;Tanja Blascheck;Yujie Gong;Petra Isenberg;Ali Sarvghad,HM,,,P
CHI,2024,Go-Go Biome: Evaluation of a Casual Game for Gut Health Engagement and Reflection,10.1145/3613904.3642742,Nandini Pasumarthy;Shreyas Nisal;Jessica Danaher;Elise van den Hoven;Rohit Ashok Khot,,,,
CHI,2024,How Do Analysts Understand and Verify AI-Assisted Data Analyses?,10.1145/3613904.3642497,Ken Gu;Ruoxi Shang;Tim Althoff;Chenglong Wang;Steven Mark Drucker,,,,P
CHI,2024,How Do Low-Vision Individuals Experience Information Visualization?,10.1145/3613904.3642188,Yanan Wang;Yuhang Zhao 0001;Yea-Seul Kim,,,,
CHI,2024,Input Visualization: Collecting and Modifying Data with Visual Representations,10.1145/3613904.3642808,Nathalie Bressa;Jordan Louis;Wesley Willett;Samuel Huron,,,,
CHI,2024,KnitScape: Computational Design and Yarn-Level Simulation of Slip and Tuck Colorwork Knitting Patterns,10.1145/3613904.3642799,Hannah Twigg-Smith;Emily Whiting;Nadya Peek,,,,
CHI,2024,Looking Together ≠ Seeing the Same Thing: Understanding Surgeons' Visual Needs During Intra-operative Coordination and Instruction,10.1145/3613904.3641929,Vitaliy Popov;Xinyue Chen;Jingying Wang;Michael Kemp;Gurjit Sandhu;Taylor Kantor;Natalie Mateju;Xu Wang 0016,HM,,,
CHI,2024,MAIDR: Making Statistical Visualizations Accessible with Multimodal Data Representation,10.1145/3613904.3642730,Jooyoung Seo;Yilin Xia;Bongshin Lee;Sean McCurry;Yu Jun Yam,,,,P
CHI,2024,Make Interaction Situated: Designing User Acceptable Interaction for Situated Visualization in Public Environments,10.1145/3613904.3642049,Qian Zhu 0010;Zhuo Wang;Wei Zeng 0004;Wai Tong;Weiyue Lin;Xiaojuan Ma,,,,P
CHI,2024,Milliways: Taming Multiverses through Principled Evaluation of Data Analysis Paths,10.1145/3613904.3642375,Abhraneel Sarma;Kyle Hwang;Jessica Hullman;Matthew Kay 0001,,,,
CHI,2024,Momentary Stressor Logging and Reflective Visualizations: Implications for Stress Management with Wearables,10.1145/3613904.3642662,Sameer Neupane;Mithun Saha;Nasir Ali;Timothy Hnat;Shahin Alan Samiei;Anandatirtha Nandugudi;David M. Almeida;Santosh Kumar 0001,,,,P
CHI,2024,Natural Language Dataset Generation Framework for Visualizations Powered by Large Language Models,10.1145/3613904.3642943,Hyung-Kwon Ko;Hyeon Jeon;Gwanmo Park;Dae Hyun Kim 0005;Nam Wook Kim;Juho Kim;Jinwook Seo,,,,P
CHI,2024,Odds and Insights: Decision Quality in Exploratory Data Analysis Under Uncertainty,10.1145/3613904.3641995,Abhraneel Sarma;Xiaoying Pu;Yuan Cui;Michael Correll;Eli T. Brown;Matthew Kay 0001,HM,,,
CHI,2024,On the Benefits of Image-Schematic Metaphors when Designing Mixed Reality Systems,10.1145/3613904.3642925,Jingyi Li;Per Ola Kristensson,,,,
CHI,2024,PD-Insighter: A Visual Analytics System to Monitor Daily Actions for Parkinson's Disease Treatment,10.1145/3613904.3642215,Jade Kandel;Chelsea Duppen;Qian Zhang 0066;Howard Jiang;Angelos Angelopoulos;Ashley Paula-Ann Neall;Pranav Wagh;Daniel Szafir;Henry Fuchs;Michael Lewek;Danielle Albers Szafir,,,,P
CHI,2024,PhotoScout: Synthesis-Powered Multi-Modal Image Search,10.1145/3613904.3642319,Celeste Barnaby;Qiaochu Chen;Chenglong Wang;Isil Dillig,,,,P
CHI,2024,PriviAware: Exploring Data Visualization and Dynamic Privacy Control Support for Data Collection in Mobile Sensing Research,10.1145/3613904.3642815,Hyunsoo Lee;Yugyeong Jung;Hei Yiu Law;Seolyeong Bae;Uichin Lee,,,,
CHI,2024,ProInterAR: A Visual Programming Platform for Creating Immersive AR Interactions,10.1145/3613904.3642527,Hui Ye;Jiaye Leng;Pengfei Xu 0002;Karan Singh;Hongbo Fu 0001,,,,
CHI,2024,Promoting Eco-Friendly Behaviour through Virtual Reality - Implementation and Evaluation of Immersive Feedback Conditions of a Virtual CO2 Calculator,10.1145/3613904.3642957,Carolin Wienrich;Stephanie Vogt;Nina Döllinger;David Obremski,,,,
CHI,2024,PromptCharm: Text-to-Image Generation through Multi-modal Prompting and Refinement,10.1145/3613904.3642803,Zhijie Wang;Yuheng Huang;Da Song;Lei Ma 0003;Tianyi Zhang 0001,,,,P
CHI,2024,RASSAR: Room Accessibility and Safety Scanning in Augmented Reality,10.1145/3613904.3642140,Xia Su;Han Zhang;Kaiming Cheng;Jaewook Lee 0005;Qiaochu Liu;Wyatt Olson;Jon E. Froehlich,,,,P
CHI,2024,Reading Between the Pixels: Investigating the Barriers to Visualization Literacy,10.1145/3613904.3642760,Carolina Nobre;Kehang Zhu;Eric Mörth;Hanspeter Pfister;Johanna Beyer,,,,
CHI,2024,Robot-Assisted Decision-Making: Unveiling the Role of Uncertainty Visualisation and Embodiment,10.1145/3613904.3642911,Sarah Schömbs;Saumya Pareek;Jorge Goncalves;Wafa Johal,,,,
CHI,2024,SalChartQA: Question-driven Saliency on Information Visualisations,10.1145/3613904.3642942,Yao Wang;Weitian Wang;Abdullah Abdelhafez;Mayar Elfares;Zhiming Hu;Mihai Bâce;Andreas Bulling,,,,
CHI,2024,SalienTime: User-driven Selection of Salient Time Steps for Large-Scale Geospatial Data Visualization,10.1145/3613904.3642944,Juntong Chen;Haiwen Huang;Huayuan Ye;Zhong Peng;Chenhui Li;Changbo Wang,,,,P
CHI,2024,SolarClub: Supporting Renewable Energy Communities through an Interactive Coordination System,10.1145/3613904.3642449,Georgia Panagiotidou;Enrico Costanza;Kyrill Potapov;Sonia Nkatha;Michael J. Fell;Farhan Samanani;Hannah Knox,,,,
CHI,2024,Taking ASCII Drawings Seriously: How Programmers Diagram Code,10.1145/3613904.3642683,Devamardeep Hayatpur;Brian Hempel;Kathy Chen;William Duan;Philip J. Guo;Haijun Xia,HM,,,
